Order_Date,Ship_Date,Product_Type,Product_Sub_Category,Unit_Price,QtyOrdered,Profit,Sales
2011-03-13,2011-03-14,Preserved Food,Sundried Tomatoes,95.98,7,-46.354,638.84
2011-03-13,2011-03-20,Preserved Food,Marmalade,7.59,12,-31.024,92.99
2011-03-15,2011-03-16,Canned Foods,Assorted Fruits,99.99,3,-119.92,299.97
2011-03-15,2011-03-16,Processed Meat,Foie Gras,3.28,3,-31.24,10.71
2011-03-17,2011-03-19,Processed Meat,Smoked Salmon,6.48,2,-257.824,13.73
2011-03-19,2011-03-21,Processed Meat,Smoked Salmon,15.04,22,143.23,345.69
2011-03-20,2011-03-20,Preserved Food,Jams,218.75,12,-1402.68,2615.64
2011-03-21,2011-03-22,Processed Meat,Bacon,8.85,18,-9.568,167.53
2011-03-22,2011-03-24,Canned Foods,Assorted Fruits,20.95,9,-71.55,184.77
2011-03-25,2011-03-28,Processed Meat,Smoked Salmon,4.98,8,-102.36,40.5
2011-03-26,2011-03-31,Processed Meat,Jelly Fish,3.48,1,-1115.4682,12.99
2011-03-27,2011-03-27,Processed Meat,Fresh Water Eel,48.91,42,-1231.87,2040.95
2011-03-30,2011-04-03,Processed Meat,Bacon,2.08,10,-203.14,22.01
2011-03-30,2011-04-01,Preserved Food,Sundried Tomatoes,25.98,8,85.82399999999998,200.0
2011-03-30,2011-04-03,Canned Foods,Assorted Fruits,83.1,12,179.0802,995.61
2011-03-30,2011-04-06,Preserved Food,Jams,124.49,8,-17.28342,1006.42
2011-03-31,2011-04-02,Canned Foods,Sliced Pineapple,115.99,6,-44.517900000000004,714.29
2011-04-01,2011-04-02,Processed Meat,Bacon,24.95,34,270.2915,800.39
2011-04-02,2011-04-07,Preserved Food,Jams,550.98,3,-163.2,1358.78
2011-04-03,2011-04-03,Preserved Food,Pickle,150.98,12,-1061.68,1774.7
2011-04-04,2011-04-11,Processed Meat,Smoked Salmon,10.14,17,32.528499999999994,169.48
2011-04-04,2011-04-05,Processed Meat,Bacon,4.38,7,-127.006,30.27
2011-04-04,2011-04-05,Processed Meat,Fresh Water Eel,64.98,12,379.11,776.45
2011-04-07,2011-04-08,Processed Meat,Smoked Salmon,6.48,2,-27.78,14.2
2011-04-08,2011-04-09,Canned Foods,Sliced Pineapple,150.98,1,-422.6683999999999,150.6
2011-04-08,2011-04-09,Processed Meat,Foie Gras,11.66,5,-78.81,59.69
2011-04-08,2011-04-09,Processed Meat,Pacific Squid,12.98,5,12.82,64.34
2011-04-10,2011-04-12,Processed Meat,Smoked Salmon,6.48,8,-84.33,54.02
2011-04-10,2011-04-14,Processed Meat,Fresh Water Eel,13.48,7,-24.44,87.9
2011-04-10,2011-04-12,Canned Foods,Quail Eggs,115.99,3,-182.974,274.54
2011-04-10,2011-04-13,Processed Meat,Bacon,3.36,1,-64.44200000000001,5.21
2011-04-10,2011-04-11,Processed Meat,Bacon,59.78,7,7.098,437.77
2011-04-10,2011-04-11,Preserved Food,Marmalade,12.22,5,76.86600000000001,62.6
2011-04-10,2011-04-12,Processed Meat,Foie Gras,1.68,11,-37.76,19.37
2011-04-10,2011-04-12,Processed Meat,Smoked Salmon,9.68,10,64.7772,93.88
2011-04-10,2011-04-15,Processed Meat,Tuna,3.78,4,11.743799999999998,17.02
2011-04-10,2011-04-12,Preserved Food,Jams,212.6,2,-248.78,426.93
2011-04-11,2011-04-13,Processed Meat,Jelly Fish,11.33,2,-8.45,24.92
2011-04-11,2011-04-12,Processed Meat,Bacon,3.36,3,-47.0235,13.52
2011-04-11,2011-04-13,Preserved Food,Sundried Tomatoes,122.99,4,-885.73,484.91
2011-04-11,2011-04-12,Preserved Food,Marmalade,14.98,7,65.35,112.37
2011-04-11,2011-04-15,Processed Meat,Oysters (Clam),7.31,10,53.93039999999999,78.16
2011-04-11,2011-04-15,Processed Meat,Smoked Salmon,10.06,12,79.45349999999999,115.15
2011-04-11,2011-04-11,Processed Meat,Foie Gras,3.28,2,-22.84,7.54
2011-04-11,2011-04-12,Canned Foods,Quail Eggs,55.99,6,-155.298,278.06
2011-04-11,2011-04-11,Canned Foods,Quail Eggs,65.99,5,0.7110000000000056,276.24
2011-04-15,2011-04-17,Preserved Food,Marmalade,33.98,32,-138.54,1031.23
2011-04-15,2011-04-15,Processed Meat,Smoked Salmon,6.45,10,-223.62900000000002,61.46
2011-04-15,2011-04-17,Canned Foods,Assorted Fruits,35.77,2,-160.72,67.29
2011-04-16,2011-04-20,Canned Foods,Wild Berry,449.99,12,3386.8580999999995,4908.49
2011-04-16,2011-04-23,Preserved Food,Marmalade,19.23,10,137.7585,199.65
2011-04-19,2011-04-20,Canned Foods,Assorted Fruits,32.98,1,581.6519999999999,31.72
2011-04-20,2011-04-21,Canned Foods,Quail Eggs,125.99,4,194.21099999999998,440.79
2011-04-20,2011-04-21,Preserved Food,Sundried Tomatoes,500.98,12,4435.1613,6427.77
2011-04-20,2011-04-22,Processed Meat,Smoked Salmon,29.14,8,158.9277,230.33
2011-04-20,2011-04-22,Preserved Food,Sundried Tomatoes,160.98,1,-90.41,200.38
2011-04-22,2011-04-24,Processed Meat,Bacon,7.1,10,1090.656,66.13
2011-04-22,2011-04-23,Canned Foods,Quail Eggs,35.99,5,19.386000000000003,146.65
2011-04-25,2011-04-26,Canned Foods,Quail Eggs,195.99,1,4449.858,156.48
2011-04-25,2011-04-26,Processed Meat,Foie Gras,1.82,10,21.221999999999998,17.61
2011-04-25,2011-04-26,Processed Meat,Bacon,8.69,9,46.971,76.64
2011-04-26,2011-04-27,Processed Meat,Fresh Water Eel,415.88,11,3023.6421,4382.09
2011-04-26,2011-04-27,Processed Meat,Oysters (Clam),4.13,7,-132.692,27.55
2011-04-26,2011-04-28,Processed Meat,Smoked Salmon,4.28,3,0.702,13.72
2011-04-27,2011-04-28,Canned Foods,Assorted Fruits,30.73,3,-69.05290000000001,88.34
2011-04-27,2011-04-29,Processed Meat,Smoked Salmon,19.98,3,91.67399999999999,55.68
2011-04-27,2011-04-29,Processed Meat,Fresh Water Eel,419.19,5,82.55519999999999,1991.15
2011-04-28,2011-05-05,Processed Meat,Bacon,67.28,11,497.51759999999996,721.04
2011-05-02,2011-05-04,Processed Meat,Fresh Water Eel,80.98,14,3.822,1111.47
2011-05-03,2011-05-04,Preserved Food,Marmalade,12.64,18,184.584,225.76
2011-05-03,2011-05-05,Canned Foods,Sliced Pineapple,306.14,7,-98.434,1592.97
2011-05-04,2011-05-04,Processed Meat,Smoked Salmon,6.48,12,8.994,76.08
2011-05-05,2011-05-06,Preserved Food,Pickle,140.98,13,-213.55599999999998,1734.17
2011-05-06,2011-05-08,Processed Meat,Bacon,3.98,3,-29.532,14.41
2011-05-07,2011-05-08,Preserved Food,Marmalade,92.23,4,46.8,359.73
2011-05-07,2011-05-10,Processed Meat,Smoked Salmon,4.28,1,-14.81,6.35
2011-05-10,2011-05-12,Processed Meat,Bacon,24.95,14,545.616,356.55
2011-05-10,2011-05-11,Preserved Food,Jams,44.43,12,-1052.79,439.7
2011-05-11,2011-05-13,Preserved Food,Sundried Tomatoes,350.99,54,3325.03,18407.67
2011-05-11,2011-05-13,Processed Meat,Bacon,420.98,2,416.0155,867.22
2011-05-11,2011-05-12,Processed Meat,Smoked Salmon,6.48,16,-238.45,110.21
2011-05-11,2011-05-13,Processed Meat,Foie Gras,36.55,17,202.68,588.55
2011-05-14,2011-05-16,Processed Meat,Oysters (Clam),4.91,9,60.48,49.37
2011-05-14,2011-05-16,Processed Meat,Tuna,1.86,15,-94.95,26.84
2011-05-14,2011-05-16,Canned Foods,Quail Eggs,125.99,12,910.8344999999999,1320.05
2011-05-15,2011-05-15,Processed Meat,Oysters (Clam),2.88,3,0.88,8.57
2011-05-15,2011-05-17,Canned Foods,Sliced Pineapple,808.49,6,2713.95,4502.64
2011-05-15,2011-05-15,Processed Meat,Smoked Salmon,6.48,17,-143.65,101.44
2011-05-17,2011-05-24,Canned Foods,Sliced Pineapple,270.97,11,2206.0817999999995,3197.22
2011-05-17,2011-05-19,Processed Meat,Foie Gras,4.63,14,-4.96,62.27
2011-05-17,2011-05-26,Canned Foods,Quail Eggs,65.99,17,668.961,1003.31
2011-05-19,2011-05-20,Processed Meat,Foie Gras,3.57,17,-119.35,65.23
2011-05-19,2011-05-20,Processed Meat,Fresh Water Eel,37.76,15,25.51,552.43
2011-05-19,2011-05-21,Preserved Food,Jams,124.49,13,-365.44,1284.24
2011-05-20,2011-05-21,Processed Meat,Oysters (Clam),4.91,11,-31.472,54.39
2011-05-20,2011-05-21,Preserved Food,Marmalade,12.07,13,-71.75,166.62
2011-05-21,2011-05-22,Processed Meat,Bacon,8.85,17,-26.45,147.4
2011-05-21,2011-05-21,Processed Meat,Oysters (Clam),2.61,16,27.393,39.7
2011-05-21,2011-05-22,Processed Meat,Smoked Salmon,4.98,2,-14.33,11.44
2011-05-21,2011-05-22,Processed Meat,Tuna,2.47,16,24.27,42.21
2011-05-23,2011-05-24,Canned Foods,Quail Eggs,125.99,3,-360.305,308.38
2011-05-23,2011-05-23,Canned Foods,Assorted Fruits,8.5,11,-71.344,92.11
2011-05-23,2011-05-23,Processed Meat,Tuna,2.18,6,-421.1969762,13.1
2011-05-23,2011-05-23,Processed Meat,Fresh Water Eel,12.28,12,-583.38,156.75
2011-05-24,2011-05-27,Canned Foods,Sliced Pineapple,400.97,9,2054.4129,2977.41
2011-05-24,2011-06-02,Preserved Food,Marmalade,46.94,18,607.9934999999999,881.15
2011-05-24,2011-05-28,Processed Meat,Fresh Water Eel,161.55,3,-139.75,458.42
2011-05-24,2011-05-25,Processed Meat,Caviar,5.58,7,-39.67,40.79
2011-05-25,2011-05-27,Preserved Food,Sundried Tomatoes,280.98,2,546.996,554.64
2011-05-26,2011-05-26,Processed Meat,Caviar,11.58,71,-2.23,812.96
2011-05-26,2011-05-27,Processed Meat,Fresh Water Eel,15.31,28,-43.22,471.62
2011-05-26,2011-05-28,Processed Meat,Smoked Salmon,5.18,16,-43.007999999999996,83.56
2011-05-27,2011-06-05,Processed Meat,Oysters (Clam),6.3,17,74.451,107.9
2011-05-28,2011-05-30,Canned Foods,Assorted Fruits,8.5,11,37.09,93.77
2011-05-28,2011-05-29,Canned Foods,Assorted Fruits,31.78,14,325.197,471.3
2011-05-28,2011-05-28,Canned Foods,Sliced Pineapple,40.99,17,395.85,727.04
2011-05-29,2011-05-30,Processed Meat,Oysters (Clam),4.91,52,54.692099999999996,250.0
2011-05-29,2011-05-31,Canned Foods,Quail Eggs,85.99,71,791.8113599999999,5060.79
2011-05-29,2011-06-03,Canned Foods,Quail Eggs,95.99,16,132.954,1369.95
2011-05-29,2011-05-31,Preserved Food,Marmalade,105.98,7,534.6603,774.87
2011-06-03,2011-06-04,Preserved Food,Jams,150.98,27,84.6066285,3986.34
2011-06-04,2011-06-04,Processed Meat,Bacon,3.98,8,-58.4568,33.01
2011-06-06,2011-06-08,Processed Meat,Smoked Salmon,8.34,65,163.42,554.93
2011-06-06,2011-06-06,Processed Meat,Oysters (Clam),4.98,11,40.654799999999994,58.92
2011-06-09,2011-06-10,Processed Meat,Oysters (Clam),2.88,4,4.512,11.92
2011-06-09,2011-06-13,Preserved Food,Marmalade,49.34,17,9.888,834.1
2011-06-09,2011-06-16,Processed Meat,Foie Gras,3.28,15,-30.968000000000004,51.19
2011-06-09,2011-06-11,Processed Meat,Tuna,1.81,3,-630.98,5.79
2011-06-11,2011-06-18,Preserved Food,Marmalade,26.48,18,3.348,476.24
2011-06-16,2011-06-18,Canned Foods,Quail Eggs,205.99,5,-207.988,787.91
2011-06-17,2011-06-19,Canned Foods,Assorted Fruits,8.33,12,-17.01,100.32
2011-06-17,2011-06-21,Processed Meat,Caviar,15.67,44,203.01,678.72
2011-06-17,2011-06-19,Processed Meat,Caviar,15.67,14,350.4873,218.3
2011-06-19,2011-06-20,Processed Meat,Bacon,4.13,8,-57.2332,34.72
2011-06-19,2011-06-20,Processed Meat,Oysters (Clam),4.13,17,43.7253,63.37
2011-06-19,2011-06-21,Canned Foods,Quail Eggs,20.99,3,-58.9952,54.05
2011-06-21,2011-06-28,Processed Meat,Jelly Fish,4.06,6,131.32259999999997,27.24
2011-06-21,2011-06-23,Processed Meat,Bacon,22.38,13,-58.7236,299.57
2011-06-22,2011-06-24,Canned Foods,Quail Eggs,85.99,2,-270.12479999999994,134.36
2011-06-23,2011-06-24,Processed Meat,Jelly Fish,208.16,15,755.28,3233.49
2011-06-23,2011-06-25,Processed Meat,Bacon,67.28,9,12.774,580.89
2011-06-23,2011-06-24,Processed Meat,Fresh Water Eel,42.76,7,-66.556,287.97
2011-06-25,2011-06-27,Processed Meat,Smoked Salmon,6.48,42,-95.40090000000001,289.74
2011-06-25,2011-06-28,Preserved Food,Jams,348.21,9,1699.4769000000001,2463.01
2011-06-25,2011-06-26,Canned Foods,Quail Eggs,35.99,19,414.0207,600.03
2011-06-30,2011-07-05,Processed Meat,Smoked Salmon,38.76,10,278.6979,403.91
2011-07-03,2011-07-05,Canned Foods,Sliced Pineapple,119.99,11,-34.3041,1270.75
2011-07-03,2011-07-06,Processed Meat,Foie Gras,36.55,7,104.37,253.89
2011-07-03,2011-07-04,Processed Meat,Tuna,1.26,1,-2.73,1.62
2011-07-03,2011-07-04,Processed Meat,Fresh Water Eel,80.98,11,-921.68,874.4
2011-07-03,2011-07-03,Canned Foods,Quail Eggs,65.99,2,-204.93,106.65
2011-07-03,2011-07-05,Processed Meat,Smoked Salmon,21.98,1,-8.88,29.99
2011-07-03,2011-07-05,Processed Meat,Smoked Salmon,4.76,3,10.274099999999999,14.89
2011-07-04,2011-07-04,Canned Foods,Sliced Pineapple,150.98,55,1884.4621000000002,6814.28
2011-07-04,2011-07-11,Canned Foods,Assorted Fruits,19.98,2,-65.67,40.87
2011-07-04,2011-07-05,Processed Meat,Bacon,18.94,2,27.1722,39.38
2011-07-04,2011-07-06,Processed Meat,Foie Gras,2.98,10,-31.22,29.63
2011-07-09,2011-07-09,Preserved Food,Jams,71.37,47,-1730.3,2819.81
2011-07-09,2011-07-11,Preserved Food,Marmalade,39.98,11,154.16,409.73
2011-07-16,2011-07-17,Canned Foods,Assorted Fruits,17.48,3,-0.896,52.42
2011-07-17,2011-07-19,Processed Meat,Jelly Fish,4.37,13,-145.1,58.26
2011-07-17,2011-07-19,Processed Meat,Foie Gras,19.84,8,106.83959999999999,154.84
2011-07-18,2011-07-18,Canned Foods,Assorted Fruits,15.98,14,31.487399999999997,227.04
2011-07-18,2011-07-19,Preserved Food,Sundried Tomatoes,243.98,1,-7.49,277.84
2011-07-19,2011-07-20,Processed Meat,Tuna,2.62,14,-117.7876,38.95
2011-07-19,2011-07-20,Canned Foods,Quail Eggs,125.99,3,-375.704,308.04
2011-07-19,2011-07-21,Canned Foods,Quail Eggs,205.99,2,288.342,347.94
2011-07-23,2011-07-24,Preserved Food,Sundried Tomatoes,120.98,14,-64.14,1711.44
2011-07-23,2011-07-25,Processed Meat,Jelly Fish,80.98,3,157.45,252.66
2011-07-23,2011-07-30,Canned Foods,Quail Eggs,115.99,4,-43.252,390.41
2011-07-24,2011-07-26,Processed Meat,Smoked Salmon,5.98,58,-193.48,354.4
2011-07-24,2011-07-24,Processed Meat,Bacon,7.1,25,-54.671,180.79
2011-07-24,2011-07-25,Preserved Food,Sundried Tomatoes,284.98,16,-113.08,4410.92
2011-07-24,2011-07-25,Preserved Food,Marmalade,107.53,54,1759.72,5941.63
2011-07-24,2011-07-24,Processed Meat,Bacon,7.1,6,-54.671,43.39
2011-07-24,2011-07-25,Preserved Food,Sundried Tomatoes,284.98,4,-113.08,1102.73
2011-07-24,2011-07-25,Preserved Food,Marmalade,107.53,14,1062.8898,1540.42
2011-07-25,2011-07-27,Processed Meat,Smoked Salmon,7.28,5,-28.13,36.1
2011-07-26,2011-07-27,Processed Meat,Smoked Salmon,26.38,56,479.62,1538.63
2011-07-26,2011-07-28,Processed Meat,Foie Gras,3.26,37,2.36,128.87
2011-07-26,2011-07-27,Processed Meat,Smoked Salmon,9.27,5,12.97,50.07
2011-07-26,2011-08-02,Processed Meat,Bacon,3.98,10,-122.6705,37.81
2011-07-26,2011-08-02,Processed Meat,Foie Gras,5.84,7,27.089399999999998,39.26
2011-07-27,2011-07-28,Processed Meat,Foie Gras,1.82,13,-8.95,22.67
2011-07-28,2011-08-01,Canned Foods,Assorted Fruits,53.98,4,-64.24600000000001,200.29
2011-07-28,2011-07-30,Processed Meat,Foie Gras,2.98,2,87.744,6.82
2011-07-29,2011-07-31,Processed Meat,Foie Gras,2.2,14,4.48,32.02
2011-07-31,2011-07-31,Processed Meat,Caviar,35.89,12,114.5988,434.6
2011-08-03,2011-08-04,Processed Meat,Bacon,4.54,10,-39.83278,48.5
2011-08-04,2011-08-06,Processed Meat,Jelly Fish,14.42,81,-54.34,1108.22
2011-08-04,2011-08-05,Preserved Food,Sundried Tomatoes,100.89,2,-62.19,284.48
2011-08-04,2011-08-05,Processed Meat,Foie Gras,1.82,16,1136.484,29.06
2011-08-04,2011-08-04,Processed Meat,Bacon,120.98,6,214.338,718.47
2011-08-04,2011-08-06,Preserved Food,Pickle,100.98,6,5273.286,602.6
2011-08-04,2011-08-05,Processed Meat,Fresh Water Eel,59.76,14,271.818,826.78
2011-08-04,2011-08-06,Canned Foods,Quail Eggs,35.99,20,-139.93,624.07
2011-08-06,2011-08-09,Processed Meat,Bacon,14.48,43,28.551500000000004,626.46
2011-08-06,2011-08-08,Preserved Food,Marmalade,102.3,83,855.14,8686.35
2011-08-06,2011-08-10,Processed Meat,Smoked Salmon,5.98,1,-258.44,11.04
2011-08-06,2011-08-09,Processed Meat,Bacon,14.48,11,42.256220000000006,160.26
2011-08-06,2011-08-08,Preserved Food,Marmalade,102.3,21,1265.6072,2197.75
2011-08-07,2011-08-07,Processed Meat,Smoked Salmon,6.68,5,-12.2304,34.13
2011-08-07,2011-08-08,Preserved Food,Marmalade,20.28,22,563.8019999999999,475.21
2011-08-08,2011-08-09,Processed Meat,Jelly Fish,40.98,18,546.2108999999999,791.61
2011-08-09,2011-08-09,Canned Foods,Quail Eggs,85.99,14,690.8831999999999,1001.28
2011-08-10,2011-08-12,Processed Meat,Foie Gras,22.99,68,-14.31,1559.08
2011-08-12,2011-08-13,Processed Meat,Smoked Salmon,35.44,7,5351.2413,254.42
2011-08-12,2011-08-15,Processed Meat,Foie Gras,3.28,2,-330.568,7.67
2011-08-18,2011-08-19,Processed Meat,Smoked Salmon,37.94,3,221.274,121.53
2011-08-18,2011-08-18,Canned Foods,Assorted Fruits,4.98,4,17.595,22.62
2011-08-18,2011-08-20,Processed Meat,Foie Gras,21.38,3,-135.156,63.45
2011-08-19,2011-08-21,Processed Meat,Jelly Fish,14.81,65,-305.4611,918.54
2011-08-20,2011-08-20,Canned Foods,Quail Eggs,7.99,19,-238.74620000000004,129.38
2011-08-20,2011-08-22,Preserved Food,Sundried Tomatoes,122.99,5,-160.412,626.69
2011-08-21,2011-08-23,Canned Foods,Quail Eggs,55.99,20,-15.372,952.26
2011-08-21,2011-08-26,Preserved Food,Marmalade,14.34,6,63.735299999999995,92.37
2011-08-23,2011-08-25,Canned Foods,Assorted Fruits,152.48,22,802.1739,3445.81
2011-08-23,2011-08-23,Processed Meat,Caviar,5.58,12,-26.842399999999998,68.36
2011-08-25,2011-08-27,Processed Meat,Tuna,1.14,2,-69.0851,2.66
2011-08-26,2011-08-28,Processed Meat,Smoked Salmon,35.44,43,389.07,1622.03
2011-08-26,2011-08-27,Canned Foods,Quail Eggs,125.99,29,162.108,3085.78
2011-08-26,2011-08-28,Processed Meat,Jelly Fish,21.66,13,1248.888,267.92
2011-08-26,2011-08-28,Canned Foods,Quail Eggs,35.99,20,-46.76,623.88
2011-08-26,2011-08-27,Canned Foods,Quail Eggs,155.99,5,70.99199999999999,623.18
2011-08-26,2011-08-28,Preserved Food,Jams,218.75,5,-108.19200000000001,854.46
2011-08-26,2011-08-27,Processed Meat,Jelly Fish,7.77,19,-12.838000000000001,139.86
2011-08-26,2011-08-27,Processed Meat,Fresh Water Eel,15.14,13,-72.436,185.08
2011-08-28,2011-08-28,Canned Foods,Assorted Fruits,33.29,3,371.01599999999996,97.88
2011-08-29,2011-08-31,Preserved Food,Sundried Tomatoes,89.99,17,-208.1716,1625.11
2011-08-30,2011-09-01,Preserved Food,Marmalade,12.22,2,-7.39,28.8
2011-08-30,2011-08-31,Processed Meat,Smoked Salmon,55.98,15,86.79599999999999,843.39
2011-08-30,2011-08-31,Canned Foods,Quail Eggs,7.99,8,-140.65464,56.82
2011-08-31,2011-09-02,Processed Meat,Oysters (Clam),2.88,67,43.37,191.93
2011-08-31,2011-09-02,Processed Meat,Oysters (Clam),2.88,17,33.603,48.7
2011-08-31,2011-08-31,Processed Meat,Pacific Squid,10.23,17,-26.052000000000003,168.55
2011-09-01,2011-09-08,Processed Meat,Bacon,1.98,17,-148.7985,36.67
2011-09-01,2011-09-01,Processed Meat,Pacific Squid,3.14,19,-26.124000000000002,59.24
2011-09-03,2011-09-04,Canned Foods,Assorted Fruits,99.99,13,-270.48,1361.95
2011-09-03,2011-09-05,Processed Meat,Caviar,8.74,3,-32.35,28.46
2011-09-04,2011-09-06,Processed Meat,Bacon,30.56,5,-188.5954,139.05
2011-09-05,2011-09-07,Canned Foods,Assorted Fruits,4.89,12,-92.04,64.44
2011-09-05,2011-09-07,Preserved Food,Marmalade,20.24,20,-116.97,431.54
2011-09-05,2011-09-08,Processed Meat,Tuna,4.71,12,-125.97200000000001,54.83
2011-09-06,2011-09-08,Canned Foods,Assorted Fruits,99.99,9,199.73,917.73
2011-09-06,2011-09-08,Processed Meat,Fresh Water Eel,33.29,19,2505.7518,667.3
2011-09-07,2011-09-08,Processed Meat,Caviar,7.64,18,91.33529999999999,132.37
2011-09-07,2011-09-08,Processed Meat,Smoked Salmon,4.0,16,-43.036,65.2
2011-09-07,2011-09-08,Processed Meat,Pacific Squid,12.88,16,150.402,211.52
2011-09-08,2011-09-10,Processed Meat,Foie Gras,4.13,64,5.91,250.0
2011-09-09,2011-09-10,Processed Meat,Bacon,5.18,14,313.014,74.34
2011-09-09,2011-09-12,Preserved Food,Pickle,120.98,16,18.954,1878.12
2011-09-09,2011-09-11,Processed Meat,Oysters (Clam),6.3,4,145.896,26.95
2011-09-10,2011-09-11,Canned Foods,Assorted Fruits,40.97,13,378.16139999999996,548.06
2011-09-10,2011-09-12,Processed Meat,Smoked Salmon,55.48,15,-47.838,821.92
2011-09-12,2011-09-12,Processed Meat,Bacon,14.27,1,-14.352,28.75
2011-09-12,2011-09-14,Canned Foods,Sliced Pineapple,6783.02,2,-10263.6597,9507.12
2011-09-12,2011-09-13,Processed Meat,Foie Gras,8.14,21,56.75,175.78
2011-09-13,2011-09-14,Processed Meat,Bacon,4.54,38,-74.405,183.0
2011-09-13,2011-09-15,Canned Foods,Assorted Fruits,28.48,33,-108.14,965.16
2011-09-13,2011-09-14,Processed Meat,Bacon,5.4,10,-151.466,53.11
2011-09-13,2011-09-14,Processed Meat,Bacon,4.54,10,-74.405,48.16
2011-09-13,2011-09-15,Canned Foods,Assorted Fruits,28.48,8,-108.14,233.98
2011-09-14,2011-09-16,Processed Meat,Jelly Fish,48.58,21,-250.348,960.75
2011-09-15,2011-09-22,Canned Foods,Wild Berry,499.99,21,-1312.84,10933.47
2011-09-17,2011-09-24,Processed Meat,Smoked Salmon,6.68,9,-74.03,57.22
2011-09-17,2011-09-18,Processed Meat,Caviar,9.9,19,123.41999999999999,188.07
2011-09-18,2011-09-22,Processed Meat,Foie Gras,3.85,5,-222.502,19.71
2011-09-18,2011-09-22,Canned Foods,Assorted Fruits,22.24,16,17.808,366.37
2011-09-18,2011-09-25,Preserved Food,Marmalade,54.74,10,-92.9131,542.75
2011-09-19,2011-09-21,Processed Meat,Jelly Fish,48.58,40,299.35,1968.73
2011-09-19,2011-09-19,Preserved Food,Marmalade,78.69,60,1049.02,4850.76
2011-09-19,2011-09-21,Preserved Food,Jams,145.98,27,-310.95,4025.07
2011-09-19,2011-09-21,Preserved Food,Pickle,48.58,15,-1348.06,745.86
2011-09-19,2011-09-19,Canned Foods,Assorted Fruits,39.48,15,269.27,561.76
2011-09-19,2011-09-20,Canned Foods,Assorted Fruits,34.99,13,169.15,432.95
2011-09-20,2011-09-21,Processed Meat,Jelly Fish,8.67,17,-11.88,147.5
2011-09-20,2011-09-24,Preserved Food,Jams,146.05,19,-1704.89,2839.31
2011-09-21,2011-09-23,Preserved Food,Pickle,100.98,10,226.63,1072.17
2011-09-23,2011-09-25,Canned Foods,Wild Berry,499.99,42,-234.79,19706.0
2011-09-23,2011-09-25,Processed Meat,Caviar,83.98,11,647.9237999999999,939.02
2011-09-23,2011-09-24,Canned Foods,Quail Eggs,205.99,22,-174.7816,3791.92
2011-09-24,2011-09-25,Processed Meat,Caviar,35.89,21,91.56,685.17
2011-09-24,2011-09-26,Processed Meat,Bacon,2.08,20,-9.361,43.84
2011-09-25,2011-09-29,Processed Meat,Smoked Salmon,4.0,58,20.82,213.48
2011-09-25,2011-09-25,Canned Foods,Quail Eggs,85.99,64,310.572,4504.21
2011-09-26,2011-09-27,Processed Meat,Bacon,40.98,16,112.05550000000001,663.96
2011-09-26,2011-09-28,Preserved Food,Marmalade,6.64,3,14.57,22.77
2011-09-26,2011-09-27,Processed Meat,Oysters (Clam),2.88,17,374.98679999999996,46.5
2011-09-26,2011-09-29,Processed Meat,Foie Gras,1.68,5,-3.89,8.3
2011-09-26,2011-09-27,Processed Meat,Caviar,10.98,12,37.9,132.66
2011-09-26,2011-09-28,Processed Meat,Jelly Fish,14.56,23,-34.818,342.92
2011-09-26,2011-09-27,Canned Foods,Quail Eggs,85.99,20,-559.538,1371.78
2011-09-27,2011-09-29,Canned Foods,Sliced Pineapple,264.98,4,6.598800000000001,1087.48
2011-09-27,2011-10-02,Preserved Food,Pickle,81.94,12,-624.29,1047.19
2011-09-28,2011-09-30,Canned Foods,Assorted Fruits,39.48,7,62.93,284.65
2011-09-29,2011-09-30,Processed Meat,Jelly Fish,289.53,17,2723.31,4573.53
2011-09-29,2011-10-01,Processed Meat,Smoked Salmon,6.48,23,-90.42,143.71
2011-09-29,2011-09-29,Canned Foods,Sliced Pineapple,90.97,18,10.970099999999999,1593.16
2011-10-03,2011-10-04,Processed Meat,Jelly Fish,11.97,22,-51.753600000000006,251.3
2011-10-03,2011-10-04,Processed Meat,Smoked Salmon,10.31,2,3.542,21.2
2011-10-03,2011-10-04,Preserved Food,Sundried Tomatoes,130.98,8,-282.7116,1057.4
2011-10-04,2011-10-11,Processed Meat,Bacon,4.91,14,-554.6310000000001,73.09
2011-10-04,2011-10-04,Processed Meat,Bacon,15.99,15,-1.861999999999978,244.8
2011-10-04,2011-10-04,Processed Meat,Bacon,6.54,22,5050.5402,141.92
2011-10-06,2011-10-08,Canned Foods,Sliced Pineapple,119.99,29,-17.29908,3825.05
2011-10-06,2011-10-08,Canned Foods,Quail Eggs,35.99,61,-134.54760000000002,1964.4
2011-10-07,2011-10-08,Processed Meat,Jelly Fish,4.06,88,-308.53200000000004,358.93
2011-10-07,2011-10-08,Canned Foods,Sliced Pineapple,99.99,32,153.864,3356.48
2011-10-07,2011-10-09,Processed Meat,Caviar,11.58,49,1.528,585.62
2011-10-08,2011-10-09,Canned Foods,Assorted Fruits,17.48,14,-32.5584,248.1
2011-10-08,2011-10-09,Canned Foods,Assorted Fruits,16.48,14,157.0348,231.62
2011-10-08,2011-10-10,Preserved Food,Sundried Tomatoes,89.99,11,-555.3144,968.28
2011-10-08,2011-10-10,Canned Foods,Quail Eggs,155.99,3,-124.684,417.11
